query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,adaptive,local,none,0,28543,4289,516,4805,EOIR-025;PLD-C5;PLD-031;SAR-021,EOIR-025;EOIR-017;PLD-C5;EOIR-007;EOIR-001;CDL-028;SAR-021;EOIR-004,8,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.5,1.0,0.6667,0.5,0.125,4,2,1,1-hop,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,vanilla,local,none,0,8573,759,455,1214,INS-005;INS-040;INS-011,INS-005;INS-011;INS-040;FMS-005;INS-036,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,agentic,local,none,0,14660,2161,538,2699,NAV-005;NAV-007;NAV-035;NAV-008,NAV-035;NAV-008;NAV-007;SKT1-NAV-001;NAV-005;NAV-027;NAV-011;NAV-002,8,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,graphrag,local,none,0,11712,2023,578,2601,INS-005;INS-040;INS-009;INS-011;INS-013,INS-005;INS-011;INS-040;FMS-005;INS-036;INS-013;INS-009;FCC-005;AUTO-002;EMS-005;FCC-007;FCC-032;FCC-037;FMS-033;GPS-012,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,agentic-graph,local,none,0,17428,2465,627,3092,NAV-005;NAV-007;NAV-008;NAV-035;NAV-002,NAV-035;NAV-008;NAV-007;SKT1-NAV-001;NAV-005;NAV-027;NAV-011;NAV-002,8,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,adaptive,local,none,0,17313,2161,622,2783,NAV-005;NAV-007;NAV-035;NAV-008;NAV-002,NAV-035;NAV-008;NAV-007;SKT1-NAV-001;NAV-005;NAV-027;NAV-011;NAV-002,8,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,vanilla,local,none,0,11952,532,317,849,INS-028;NAV-028;INS-029;INS-013;INS-052,INS-028;NAV-028;INS-029;INS-052;INS-013,5,0,,,,,0.4,1.0,0.5714,1.0,0.4,5,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic,local,none,0,32422,4988,1084,6072,NAV-028;GPS-031;GPS-021;INS-028,NAV-028;NAV-017;NAV-016;NAV-007;NAV-008;GPS-031;GPS-021;GPS-C4;GPS-015;GPS-023,10,3,continue,semantic,,,0.5,1.0,0.6667,0.5,0.1,4,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,graphrag,local,none,0,10135,1400,349,1749,NAV-028;INS-028;INS-029;INS-013;INS-052,INS-028;NAV-028;INS-029;INS-052;INS-013;INS-030;GPS-021;INS-002;ADS-001;ADS-003;EMS-005;GPS-001;GPS-005;GPS-020;GPS-022,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic-graph,local,none,0,43526,5069,550,5619,NAV-028;INS-028,NAV-028;NAV-016;NAV-017;NAV-007;NAV-022;ICE-012;ICE-001;ICE-016;ICE-002;ICE-011,10,3,continue,semantic,,,1.0,1.0,1.0,0.5,0.1,2,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,adaptive,local,none,0,10738,1400,278,1678,NAV-028;INS-028;INS-029;INS-013,INS-028;NAV-028;INS-029;INS-052;INS-013;INS-030;GPS-021;INS-002;ADS-001;ADS-003;EMS-005;GPS-001;GPS-005;GPS-020;GPS-022,15,0,,,graphrag,R3: n_modules (2) ≥ 2 + chain_indicator → always-walk graph,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,vanilla,local,none,0,8830,615,286,901,FCC-038;FCC-028;FCC-026;STR7-FCC-002,FCC-028;FCC-026;AUTO-033;FCC-023;STR7-FCC-002,5,0,,,,,0.5,1.0,0.6667,0.5,0.2,4,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,agentic,local,none,0,24832,3719,731,4450,FCC-028;FCC-038;FCC-026;STR7-FCC-002,FCC-028;FCC-026;FCC-023;FCC-038;STR7-FCC-002,5,3,continue,semantic,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,graphrag,local,none,0,10083,1491,367,1858,FCC-038;FCC-028;FCC-026,FCC-028;FCC-026;AUTO-033;FCC-023;STR7-FCC-002;AUTO-016;FCC-038;PLD-025;ALX2-FCC-004;AUTO-018;AUTO-025;AUTO-028;BIT-024;CDL-030;EMS-006,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,agentic-graph,local,none,0,27650,4500,865,5365,FCC-028;FCC-038;FCC-026;STR7-FCC-002,FCC-028;FCC-026;FCC-023;STR7-FCC-002;FCC-038,5,3,continue,semantic,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,adaptive,local,none,0,25590,3842,875,4717,FCC-038;FCC-028;FCC-026;STR7-FCC-002,FCC-028;FCC-026;FCC-023;FCC-038;STR7-FCC-002,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,False
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,vanilla,local,none,0,5830,610,112,722,AUTO-006;SEC-010;CDL-013,AUTO-006;SEC-010;AUTO-038;CDL-013;CDL-005,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,agentic,local,none,0,18689,3702,383,4085,AUTO-006;SEC-010;AUTO-020;AUTO-022,AUTO-006;AUTO-038;SEC-010;EMS-033;AUTO-021,5,3,continue,semantic,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,graphrag,local,none,0,8379,1611,201,1812,SEC-010;AUTO-006;CDL-013,AUTO-006;SEC-010;AUTO-038;CDL-013;CDL-005;AUTO-021;SEC-015;CDL-003;APM-029;APM-033;AUTO-020;AUTO-022;AUTO-034;BIT-020;BIT-031,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,agentic-graph,local,none,0,18591,4271,272,4543,AUTO-006;SEC-010,AUTO-006;AUTO-038;SEC-010;EMS-033;AUTO-021,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,adaptive,local,none,0,18750,3699,313,4012,ADS-002;ADS-016;ADS-014;ADS-023,ADS-001;ADS-023;ADS-002;ADS-016;ADS-014,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,vanilla,local,none,0,5941,677,142,819,SEC-008;FCC-031;FCC-040,FCC-031;FCC-040;SEC-008;GCS-001;GCS-009,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,agentic,local,none,0,17923,4112,370,4482,SEC-008;FCC-031;FCC-040,FCC-040;FCC-031;FCC-C5;FCC-007;FCC-010;SEC-008;SEC-003_1;SEC-015,8,1,sufficient,semantic,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,graphrag,local,none,0,7473,1685,121,1806,SEC-008;FCC-031;FCC-040;CDL-013,FCC-031;FCC-040;SEC-008;GCS-001;GCS-009;FCC-C5;EMS-025;GCS-011;CDL-002;CDL-013;CDL-030;CDL-035;FCC-002;FMS-022;GCS-039,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,agentic-graph,local,none,0,16026,3613,389,4002,SEC-008;FCC-031;FCC-040;CDL-035,FCC-040;FCC-031;FCC-C5;FCC-001;FCC-010;CDL-035;SEC-008,7,0,sufficient,semantic,,,0.5,1.0,0.6667,1.0,0.2857,4,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,adaptive,local,none,0,24266,6594,396,6990,SEC-008;FCC-040;FCC-031,FCC-040;FCC-031;FCC-C5;FCC-001;FCC-010;ADS-023;ADS-016;ADS-014;ADS-022;ADS-012;ADS-015;ADS-026;ADS-001;ADS-003;ADS-024,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.6667,1.0,0.8,0.5,0.0667,3,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,vanilla,local,none,0,7779,694,124,818,HMI-025;SKT1-FCC-003,HMI-025;SKT1-FCC-003;FCC-038;HMI-009;HMI-004,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,agentic,local,none,0,24210,6460,453,6913,HMI-025;SKT1-FCC-003,SKT1-FCC-003;FCC-049;FCC-038;FCC-030;STR7-FCC-003;HMI-025;HMI-003;HMI-004;HMI-090;HMI-180;HMI-005;HMI-009;HMI-050;HMI-037;HMI-001,15,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,graphrag,local,none,0,6556,1642,133,1775,HMI-025;SKT1-FCC-003,HMI-025;SKT1-FCC-003;FCC-038;HMI-009;HMI-004;HMI-001;HMI-005;FCC-049;ALX2-FCC-004;AUTO-020;AUTO-025;AUTO-028;ENG-021;FCC-003;FCC-021,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,agentic-graph,local,none,0,22840,7183,455,7638,SKT1-FCC-003;HMI-025,SKT1-FCC-003;FCC-049;FCC-038;FCC-030;STR7-FCC-003;AUTO-025;AUTO-028;ENG-021;FCC-021;FCC-025;FCC-026;FCC-028;FCC-029;ALX2-FCC-004;FDR-016,15,3,continue,semantic,,,1.0,1.0,1.0,0.5,0.0667,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,adaptive,local,none,0,6863,1642,136,1778,HMI-025;SKT1-FCC-003,HMI-025;SKT1-FCC-003;FCC-038;HMI-009;HMI-004;HMI-001;HMI-005;FCC-049;ALX2-FCC-004;AUTO-020;AUTO-025;AUTO-028;ENG-021;FCC-003;FCC-021,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,vanilla,local,none,0,4024,544,32,576,APM-009;APM-037,APM-037;AUTO-039;ENG-041;INS-053;EMS-C4,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,agentic,local,none,0,13517,2070,227,2297,EPS-011,EPS-022;EPS-023;EPS-020;EPS-011;EPS-021,5,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,1,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,graphrag,local,none,0,8019,1662,154,1816,APM-037;APM-009;AUTO-022,APM-037;AUTO-039;ENG-041;INS-053;EMS-C4;EMS-020;EMS-034;APM-009;AUTO-022;EMS-006;EMS-033;ENG-010;FCC-010;INS-020;PWR-032,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,agentic-graph,local,none,0,11879,2373,254,2627,EPS-022;EPS-023;EPS-020;EPS-011;EPS-021,EPS-022;EPS-023;EPS-020;EPS-011;EPS-021,5,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,adaptive,local,none,0,6565,1662,146,1808,APM-037;APM-009;AUTO-022,APM-037;AUTO-039;ENG-041;INS-053;EMS-C4;EMS-020;EMS-034;APM-009;AUTO-022;EMS-006;EMS-033;ENG-010;FCC-010;INS-020;PWR-032,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,vanilla,local,none,0,5290,634,79,713,NAV-029;GCS-012,GCS-012;HMI-005;GCS-001;INS-C5;PLD-004,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,agentic,local,none,0,17810,2802,584,3386,NAV-029;NAV-002;NAV-031;NAV-010;ADS-021,ADS-004;ADS-021;ADS-002;ADS-018;ADS-016;NAV-C5;NAV-002;NAV-031;NAV-010;NAV-029,10,0,sufficient,semantic,,,0.2,0.5,0.2857,0.5,0.1,5,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,graphrag,local,none,0,9060,1729,179,1908,NAV-029;GCS-012;HMI-005,GCS-012;HMI-005;GCS-001;INS-C5;PLD-004;AUTO-033;FCC-038;GPS-027;ALX2-FCC-004;AUTO-018;AUTO-020;AUTO-025;AUTO-028;CDL-002;CDL-030,15,0,,,,,0.6667,1.0,0.8,0.5,0.0667,3,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,agentic-graph,local,none,0,26704,4291,636,4927,NAV-029;NAV-010;NAV-002;NAV-031;ADS-020;ADS-021,ADS-021;ADS-004;ADS-018;ADS-002;ADS-020;NAV-002;NAV-031;NAV-029;NAV-010;NAV-C5,10,1,sufficient,semantic,,,0.1667,0.5,0.25,0.5,0.1,6,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,adaptive,local,none,0,16568,2544,465,3009,NAV-029;NAV-010;NAV-002;NAV-030;ADS-020,ADS-021;ADS-004;ADS-018;ADS-002;ADS-020;NAV-002;NAV-010;NAV-C5;NAV-029;NAV-030,10,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.2,0.5,0.2857,0.5,0.1,5,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,vanilla,local,none,0,7787,479,180,659,GCS-034;CDL-033;CDL-030,GCS-034;ICE-019;GCS-022;GCS-008;CDL-030,5,0,,,,,0.6667,1.0,0.8,0.5,0.2,3,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,agentic,local,none,0,25346,3798,879,4677,CDL-033;GCS-034;ICE-019;CDL-030;CDL-013;FCC-040,GCS-034;ICE-019;CDL-033;GCS-022;FCC-040,5,3,continue,semantic,,,0.3333,1.0,0.5,1.0,0.4,6,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,graphrag,local,none,0,11503,1594,357,1951,CDL-033;GCS-034;CDL-030;CDL-013;GCS-008,GCS-034;ICE-019;GCS-022;GCS-008;CDL-030;GCS-033;CDL-033;SEC-015;APM-029;AUTO-006;AUTO-033;BIT-020;BIT-031;CDL-013;CDL-034,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,agentic-graph,local,none,0,23866,4367,699,5066,CDL-033;GCS-034;CDL-013;CDL-030;ICE-019;FCC-040,GCS-034;ICE-019;CDL-033;GCS-022;FCC-040,5,3,continue,semantic,,,0.3333,1.0,0.5,1.0,0.4,6,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,adaptive,local,none,0,26311,4713,499,5212,ADS-020;ADS-022;ADS-023,ADS-022;ADS-023;ADS-C5;ADS-024;ADS-020,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,0.0,3,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,vanilla,local,none,0,10750,732,365,1097,SAR-021;PLD-011;SAR-010;CDL-034,PLD-011;SAR-010;SAR-021;PLD-034;CDL-034,5,0,,,,,0.25,0.5,0.3333,0.5,0.2,4,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,agentic,local,none,0,25304,5367,650,6017,ADS-020;ADS-021;ADS-015,ADS-021;ADS-015;ADS-023;ADS-022;ADS-020;ADS-017;ADS-022;ADS-014;ADS-002;ADS-023,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,graphrag,local,none,0,10622,1717,368,2085,SAR-021;PLD-011;CDL-031;CDL-034;CDL-027;CDL-020,PLD-011;SAR-010;SAR-021;PLD-034;CDL-034;CDL-027;CDL-031;PLD-033;CDL-015;CDL-020;EMS-010;EOIR-015;FCC-051;FUEL-025;GCS-034,15,0,,,,,0.1667,0.5,0.25,0.5,0.0667,6,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,agentic-graph,local,none,0,24098,6220,572,6792,ADS-021;ADS-022;ADS-023;ADS-015,ADS-021;ADS-022;ADS-023;ADS-002;ADS-015;FCC-049;NBC3-FCC-001;FCC-050;FCC-040;FCC-037,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,adaptive,local,none,0,24736,5737,804,6541,ADS-021;ADS-015;ADS-022;ADS-023,ADS-021;ADS-022;ADS-023;ADS-002;ADS-015;FCC-049;NBC3-FCC-001;FCC-050;FCC-040;FCC-037,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,vanilla,local,none,0,9437,705,224,929,PLD-009;PLD-033,PLD-009;PLD-033;PLD-034;PLD-021;PLD-031,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,agentic,local,none,0,13094,2021,354,2375,PLD-033;PLD-009,PLD-033;PLD-009;PLD-034;PLD-021;PLD-031,5,0,sufficient,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,graphrag,local,none,0,9231,1642,256,1898,PLD-033;PLD-009;CDL-030;CDL-033,PLD-009;PLD-033;PLD-034;PLD-021;PLD-031;PLD-022;PLD-002;PLD-017;CDL-030;CDL-033;EOIR-025;GCS-001;SAR-001;SAR-021;TCS-022,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,False
