query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",graphrag,0,3+-hop,2026-08-21,False,"The retrieved context does not contain the death date for John Paddy Carstairs, making the conclusion that Gioventù Alla Sbarra's director died earlier unsupported.",2771,2026-08-20,True,The answer only uses director and death date information present in the retrieved contexts and does not make any unfounded comparisons; it correctly states what is and is not available.,1926
Where did the composer of film Kilippattu (Film) die?,graphrag,0,2-hop,2026-08-21,True,All statements and citations in the answer are directly supported by the retrieved contexts.,3107,2026-08-20,True,The context states M. B. Sreenivasan died of a heart attack while conducting a choir in the Lakshadweep islands.,2631
Where did the composer of film Before Sunset study?,graphrag,0,2-hop,2026-08-21,True,"All factual statements are supported by the provided contexts, accurately noting that the composer of Before Sunset is not identified.",1408,2026-08-20,True,All claims in the answer are grounded in the provided contexts.,943
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",graphrag,0,3+-hop,2026-08-21,True,"All factual claims regarding the directors, their death dates, and the final comparison are fully supported by the retrieved contexts.",1961,2026-08-20,True,Both directors' death dates are explicitly stated in the contexts; Gordon Douglas died later than Fernando Cerchio.,1601
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,graphrag,0,1-hop,2026-08-21,True,Every claim in the answer is directly supported by the retrieved contexts.,1178,2026-08-20,True,Both individuals are explicitly described as French in the retrieved contexts.,838
Where was the founder of university Vermont Studio Center born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that the founders' birthplaces are not provided in the retrieved contexts.,2048,2026-08-20,True,"All claims accurately reflect the retrieved context, noting the absence of birthplace information for the Vermont Studio Center founders.",1629
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,graphrag,0,1-hop,2026-08-21,True,All claims are accurately supported by the provided contexts.,1025,2026-08-20,True,Both airports' locations are directly supported by the contexts.,740
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately states that Namie Amuro performed the song and was born in Naha, Okinawa, Japan based on the provided contexts.",2206,2026-08-20,True,"The contexts explicitly state that Namie Amuro, the performer, was born in Naha, Okinawa, Japan.",1830
Where did Shivaji Ii's father die?,graphrag,0,2-hop,2026-08-21,True,All factual claims are fully supported by the retrieved contexts.,1344,2026-08-20,True,"The answer cites Rajaram I as Shivaji II's father and states he died in Sinhagad, both of which are explicitly supported in the retrieved contexts.",1038
Where did Paulding Farnham's wife die?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately states that the context names Sally James Farnham and her birthplace, but does not provide her place of death.",1974,2026-08-20,False,The answer adds details about Sally James Farnham's birth location and references to requirement IDs that are not present in the retrieved contexts.,1530
What is the place of birth of Oliver Penrose's father?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that Oliver Penrose's father is Lionel Penrose and correctly identifies that his place of birth is not mentioned in the context.,1996,2026-08-20,True,The answer does not make unsupported claims and correctly notes the absence of information in the contexts.,1571
"Who is younger, Adam Morawski or Matt Kilcullen?",graphrag,0,1-hop,2026-08-21,True,All factual claims including birthdates and the comparison are fully supported by the retrieved contexts.,1084,2026-08-20,True,"Both birth dates for Adam Morawski (1994) and Matt Kilcullen (1954) are present in the retrieved contexts, supporting the comparison and conclusion.",739
Which award the director of film Solstice (Film) received?,graphrag,0,2-hop,2026-08-21,True,All factual claims regarding the director of Solstice and the award he received are fully supported by the retrieved contexts.,3066,2026-08-20,False,"The contexts do not state that Daniel Myrick received any award for Solstice, only for The Blair Witch Project.",2499
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",graphrag,0,3+-hop,2026-08-21,False,"The answer falsely claims that both directors are identified as Italian in the retrieved context, whereas Damiano Damiani's nationality is never stated.",2742,2026-08-20,False,Damiano Damiani's nationality is not explicitly stated in the retrieved contexts.,2059
Who is the father of the director of film Dino Ki Dulhaniya?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Mehreen Jabbar directed Dino Ki Dulhaniya and that she is the daughter of Javed Jabbar.,3477,2026-08-20,True,Both claims about the director and her father are directly supported by the contexts.,3141
Are both directors of films Dead Man Running and Night Alone from the same country?,graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of the specified films and their British nationality are directly supported by the context.,1981,2026-08-20,True,Both directors are explicitly identified as British in the retrieved contexts.,1486
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,graphrag,0,3+-hop,2026-08-21,False,"The answer begins with 'Yes', which contradicts the contexts showing that Frank Henenlotter is American while Lee Cronin is Irish.",2831,2026-08-20,False,"The answer includes information that the directors have different nationalities, but the question asks if they have the same nationality; the answer should directly respond that they do not.",2186
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",graphrag,0,3+-hop,2026-08-21,True,All facts and cited references in the answer are directly supported by the retrieved contexts.,2835,2026-08-20,True,"All facts, including birth dates and director-film pairings, are directly supported by the retrieved contexts.",2355
"Who was born later, Jay T. Harris or Amie Casey?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Amie Casey and Jay T. Harris directly supported by the provided context.,1432,2026-08-20,True,The birth dates for Amie Casey and Jay T. Harris are directly supported by the retrieved contexts.,1201
Where was the director of film Chopsticks (Film) born?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately reflects the information in the provided context, noting that while Sachin Yardi is identified as the director, his specific birthplace is not mentioned.",3799,2026-08-20,True,All claims are supported or correctly limited by the provided contexts.,3394
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",graphrag,0,3+-hop,2026-08-21,True,"All claims regarding the films, directors, and their birth dates are fully supported by the retrieved contexts.",2045,2026-08-20,True,All relevant birth dates and director information are supported by the retrieved contexts.,1666
Who is the father of Alexios Iii Angelos?,graphrag,0,2-hop,2026-08-21,False,"The contexts provide sufficient information to identify the father, as [2W-120-P05] establishes Isaac II Angelos is Alexios III's brother and [2W-120-P02] states Isaac's father is Andronikos Doukas An",2634,2026-08-20,True,The answer correctly states that the retrieved contexts do not identify the father of Alexios III Angelos.,1700
"Which magazine came out first, Family Herald or Books For Keeps?",graphrag,0,1-hop,2026-08-21,True,All facts regarding the launch dates of both magazines and the conclusion of which came out first are directly supported by the retrieved contexts.,1463,2026-08-20,True,All launch dates and factual claims are directly supported by the retrieved contexts.,1004
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",graphrag,0,3+-hop,2026-08-21,True,All factual claims regarding the directors and their birth dates are completely supported by the retrieved contexts.,2129,2026-08-20,True,All claims about directors and birth dates are directly supported by the provided contexts.,1633
Where was the composer of film Billy Elliot born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately identifies the composer and his birthplace using the provided contexts.,1644,2026-08-20,True,"The answer directly matches information in the provided context, citing both the composer's identity and birthplace as listed.",1320
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",graphrag,0,3+-hop,2026-08-21,True,"All claims regarding the films, their directors, and the birth dates are fully supported by the provided context chunks.",2410,2026-08-20,True,Both directors' birth dates are present in the retrieved contexts and the deduction of which is older is supported.,2034
