query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,graphrag,0,1-hop,2026-08-20,True,"All facts, message names, fields, update rates, and requirement citations are fully supported by the retrieved contexts.",2493
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding the SAR status message fields, update rate, and BIT aggregation are fully supported by SAR-019 and BIT-026.",1146
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,adaptive,0,1-hop,2026-08-20,True,"All facts, update rates, and message fields are directly supported by requirements BIT-026 and SAR-019.",1316
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,vanilla,0,1-hop,2026-08-20,True,"All factual statements regarding sensor safety interlocks, mode transitions, and requirement citations are fully supported by the retrieved contexts.",1668
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,agentic,0,1-hop,2026-08-20,True,"All claims regarding mode transitions, operator authorization, and safety interlocks are fully supported by the retrieved requirements.",1602
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,graphrag,0,1-hop,2026-08-20,True,All claims are directly supported by the retrieved requirements.,2253
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,agentic-graph,0,1-hop,2026-08-20,True,"All statements regarding operator authorisation, transmit inhibits, and timing requirements are directly supported by the retrieved contexts.",1437
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,adaptive,0,1-hop,2026-08-20,True,"All listed safety interlocks, mode transitions, and citations are directly supported by the retrieved requirement contexts.",1406
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",vanilla,0,1-hop,2026-08-20,True,"All statements, parameters, and requirement citations in the answer are fully supported by contexts [GPS-034] and [GPS-014].",1344
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",agentic,0,1-hop,2026-08-20,True,All factual claims and requirement IDs in the answer are directly supported by the retrieved contexts.,1797
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",graphrag,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirements GPS-034 and GPS-014 in the retrieved context.,2345
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",agentic-graph,0,1-hop,2026-08-20,True,All facts and requirement citations in the answer are directly supported by GPS-014 and GPS-034 in the retrieved contexts.,1832
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",adaptive,0,1-hop,2026-08-20,True,All factual claims and requirement IDs in the answer are directly supported by context chunks GPS-034 and GPS-014.,2418
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",vanilla,0,1-hop,2026-08-20,True,All claims are accurately supported by and directly derived from the retrieved context without ungrounded extrapolations.,1758
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",agentic,0,1-hop,2026-08-20,True,"All claims regarding command categories, dispatch targets, and routing context are fully supported by the provided requirements.",1536
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",graphrag,0,1-hop,2026-08-20,True,"All claims regarding fuel command categories, authentication, and the absence of an explicit FUEL entry in the CDL routing table are directly supported by the contexts.",3349
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",agentic-graph,0,1-hop,2026-08-20,True,All statements and requirement citations are accurately supported by the provided contexts.,1853
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",adaptive,0,1-hop,2026-08-20,True,The answer accurately states that fuel subsystem requirements are absent from the context and faithfully reports the available ICE subsystem information.,1152
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,vanilla,0,1-hop,2026-08-20,True,"All claims regarding CCDL timing, stuck-at fault detection, cross-channel agreement, and bus integrity monitoring are directly supported by the provided requirements.",1610
