query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,adaptive,0,1-hop,2026-08-16,True,"All claims are limited to what is and is not present in the retrieved contexts, with only supported detail.",2248
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,vanilla,0,1-hop,2026-08-16,True,"All command ID ranges and routing claims are explicitly supported in PLD-033, PMC rejection of unknown commands is supported in PLD-009.",1008
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,agentic,0,1-hop,2026-08-16,True,All command ID ranges and routing details provided in the answer are present in the retrieved contexts.,1025
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,graphrag,0,1-hop,2026-08-16,True,All command ID ranges and routing are directly supported by PLD-033 and PLD-009; CDL frame handling information is verbatim from CDL-030 and CDL-033.,1904
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,agentic-graph,0,1-hop,2026-08-16,True,All command ID ranges and routing details are explicitly listed in the provided Payload_Command_Routing table and supported by the contexts.,1038
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,adaptive,0,1-hop,2026-08-16,True,All command ID ranges and routing details are explicitly listed in the Payload_Command_Routing table in the retrieved contexts.,998
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,vanilla,0,1-hop,2026-08-16,True,"All claims about SAR_STATUS_MSG fields, update rate, and BIT aggregation are explicitly supported by SAR-019 and BIT-026.",1008
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,agentic,0,1-hop,2026-08-16,True,"All fields, update rate, BIT aggregation, and connections referenced are explicitly listed in SAR-019 and BIT-026.",884
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,graphrag,0,1-hop,2026-08-16,True,"All claims about SAR_STATUS_MSG fields and update rate are directly supported by [SAR-019], and BIT aggregation is supported by [BIT-026]; no unsupported details are introduced.",1883
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,agentic-graph,0,1-hop,2026-08-16,True,"All claims about message fields, rates, and how BIT uses SAR_STATUS_MSG are directly supported by SAR-019 and BIT-026; no extra details are introduced.",1089
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,adaptive,0,1-hop,2026-08-16,True,All claims about SAR_STATUS_MSG fields and update rate are directly supported by SAR-019 and BIT-026; absence of field names is correctly noted as unsupported by context.,1015
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,vanilla,0,1-hop,2026-08-16,True,"All claims about required safety interlocks (WoW, exclusion zones, transmit-safety cover) are supported by SAR-005, SAR-015, and PLD-018.",808
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,agentic,0,1-hop,2026-08-16,True,All cited interlocks and details are directly supported and explicitly listed in the provided contexts.,806
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,graphrag,0,1-hop,2026-08-16,True,"All factual claims about enforced interlocks (operator authorisation, WoW, exclusion zone, transmit-safety cover) are directly supported by SAR-005, SAR-015, and PLD-018 in the contexts.",1513
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,agentic-graph,0,1-hop,2026-08-16,True,"All claims about required interlocks (WoW asserted, exclusion zones, transmit-safety cover closed) are explicitly supported by the retrieved contexts.",903
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,adaptive,0,1-hop,2026-08-16,True,"All claimed interlock conditions (WoW, exclusion-zone, transmit-safety cover) and their enforcement before transmit are supported in the retrieved contexts.",820
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",vanilla,0,1-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, specifically GPS-034 and GPS-014.",741
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",agentic,0,1-hop,2026-08-16,True,All claims are directly supported in the retrieved requirement texts GPS-014 and GPS-034.,716
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",graphrag,0,1-hop,2026-08-16,False,"The answer references GPS-032, but this requirement is not present in the retrieved contexts.",1886
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",agentic-graph,0,1-hop,2026-08-16,True,"All claims about test verification, method, referenced requirements, and test details are directly supported by the retrieved contexts.",725
