query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,n_cited,n_gold,hop_count,stratum,is_cross_module
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,agentic-graph,azure,none,0,17800,5338,769,6107,CDL-030;FCC-031;CDL-035;FCC-040;GCS-022;FCC-007,ADS-026;ADS-014;ADS-004;ADS-021;STR7-ADS-001;FCC-031;FCC-040;FCC-007;SKT1-FCC-003;FCC-018,10,2,sufficient,semantic,,,0.3333,1.0,0.5,0.5,6,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,adaptive,azure,none,0,12286,2569,616,3185,FCC-031;CDL-035;FCC-040;CDL-030;GCS-022;FCC-007,ADS-026;ADS-004;ADS-020;ADS-012;ADS-021;FCC-031;FCC-040;FCC-007;FCC-018;SKT1-FCC-001,10,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.3333,1.0,0.5,0.5,6,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,vanilla,azure,none,0,4786,552,295,847,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,agentic,azure,none,0,13646,4193,429,4622,EOIR-025;PLD-031,EOIR-025;EOIR-017;PLD-031;PLD-013;EOIR-007;CDL-010;EOIR-015;EOIR-002,8,3,continue,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,graphrag,azure,none,0,5333,1350,249,1599,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010;PLD-013;ALX2-PLD-001;EOIR-015;CDL-015;EOIR-002;HMI-006;PLD-011;RADAR-017;SAR-001;SAR-002,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010;PLD-013;ALX2-PLD-001;EOIR-015;CDL-015;EOIR-002;HMI-006;PLD-011;RADAR-017;SAR-001;SAR-002,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,agentic-graph,azure,none,0,16985,4411,633,5044,EOIR-025;PLD-031,EOIR-025;EOIR-017;PLD-031;PLD-013;EOIR-015,5,2,sufficient,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,adaptive,azure,none,0,15566,4232,553,4785,EOIR-025;PLD-031,EOIR-025;EOIR-017;PLD-031;PLD-013;EOIR-007;CDL-010;EOIR-015;EOIR-002,8,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",1.0,1.0,1.0,1.0,2,2,1,1-hop,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,vanilla,azure,none,0,4912,756,387,1143,INS-005;INS-040;INS-036;INS-013;FMS-005,INS-005;INS-040;INS-036;INS-013;FMS-005,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,agentic,azure,none,0,12666,2159,670,2829,NAV-005;NAV-007;NAV-035;NAV-008;NAV-009,NAV-035;NAV-005;NAV-007;NAV-026;NAV-010;NAV-008;NAV-006;NAV-009,8,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,graphrag,azure,none,0,6999,2011,439,2450,INS-005;INS-040;INS-036;INS-013;FMS-005;INS-033;FCC-005;NAV-005;AUTO-002;EMS-005;FCC-007;FCC-032;FCC-037;FMS-033;HMI-070,INS-005;INS-040;INS-036;INS-013;FMS-005;INS-033;FCC-005;NAV-005;AUTO-002;EMS-005;FCC-007;FCC-032;FCC-037;FMS-033;HMI-070,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,agentic-graph,azure,none,0,13134,2463,693,3156,NAV-005;NAV-007;NAV-035;NAV-008;NAV-009;NAV-010;NAV-026,NAV-035;NAV-005;NAV-007;NAV-026;NAV-010;NAV-008;NAV-006;NAV-009,8,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,7,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,adaptive,azure,none,0,13525,2159,742,2901,NAV-005;NAV-007;NAV-035;NAV-008;NAV-009;NAV-010;NAV-026,NAV-035;NAV-005;NAV-007;NAV-026;NAV-010;NAV-008;NAV-006;NAV-009,8,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,7,2,1,1-hop,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,vanilla,azure,none,0,6161,523,365,888,NAV-028;INS-028;INS-029;SEC-025;INS-052,NAV-028;INS-028;INS-029;SEC-025;INS-052,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic,azure,none,0,17858,4623,722,5345,NAV-028;GPS-022;INS-028,NAV-028;NAV-008;NAV-016;NAV-015;NAV-017;ICE-012;ICE-011;ICE-016;ICE-005;ICE-002,10,3,continue,semantic,,,0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,graphrag,azure,none,0,7877,1484,446,1930,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;FCC-017;GPS-022;INS-019;SEC-028;EMS-021;EMS-033;FCC-016,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;FCC-017;GPS-022;INS-019;SEC-028;EMS-021;EMS-033;FCC-016,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic-graph,azure,none,0,16213,5053,574,5627,NAV-028;INS-028,NAV-028;NAV-008;NAV-016;NAV-015;NAV-017;ICE-012;ICE-011;ICE-002;ICE-005;ICE-016,10,3,continue,semantic,,,1.0,1.0,1.0,0.5,2,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,adaptive,azure,none,0,7299,1484,353,1837,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;FCC-017;GPS-022;INS-019;SEC-028;EMS-021;EMS-033;FCC-016,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;FCC-017;GPS-022;INS-019;SEC-028;EMS-021;EMS-033;FCC-016,15,0,,,graphrag,R3: n_modules (2) ≥ 2 + chain_indicator → always-walk graph,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,vanilla,azure,none,0,6280,663,379,1042,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,agentic,azure,none,0,18951,3792,762,4554,FCC-028;FCC-038;FCC-026,FCC-028;FCC-026;FCC-023;FCC-030;FCC-038,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,graphrag,azure,none,0,6756,1361,374,1735,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038;AUTO-015;AUTO-011;AUTO-027;ALX2-FCC-004;AUTO-020;AUTO-023;AUTO-025;AUTO-028;AUTO-030;BIT-024,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038;AUTO-015;AUTO-011;AUTO-027;ALX2-FCC-004;AUTO-020;AUTO-023;AUTO-025;AUTO-028;AUTO-030;BIT-024,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,agentic-graph,azure,none,0,20373,6092,765,6857,FCC-038;FCC-028;FCC-026,FCC-028;FCC-026;FCC-023;FCC-030;FCC-038;FCC-020;FCC-025;STR7-FCC-003;STR7-FCC-002;FCC-049,10,3,continue,semantic,,,0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,adaptive,azure,none,0,16768,3682,646,4328,FCC-038;FCC-026;FCC-028,FCC-028;FCC-026;FCC-023;FCC-030;FCC-038,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,vanilla,azure,none,0,4530,465,223,688,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011,5,0,,,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,agentic,azure,none,0,10750,1896,256,2152,SEC-010;AUTO-006;FCC-011,AUTO-006;FCC-011;SEC-015;ICE-019;GCS-005,5,0,sufficient,semantic,,,0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,graphrag,azure,none,0,5011,1279,173,1452,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011;SEC-015;HMI-050;EPS-018;APM-029;AUTO-010;AUTO-020;AUTO-022;BIT-020;BIT-031;CDL-030,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011;SEC-015;HMI-050;EPS-018;APM-029;AUTO-010;AUTO-020;AUTO-022;BIT-020;BIT-031;CDL-030,15,0,,,,,0.0667,0.5,0.1176,0.5,15,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,agentic-graph,azure,none,0,7068,2201,190,2391,ADS-014;ADS-026;ADS-017;ADS-021;ADS-004,ADS-017;ADS-026;ADS-004;ADS-014;ADS-021,5,0,sufficient,semantic,,,0.0,0.0,0.0,0.0,5,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,adaptive,azure,none,0,15054,3638,442,4080,SEC-010;AUTO-006;FCC-011,AUTO-006;FCC-011;SEC-015;ICE-019;GCS-005,5,2,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,vanilla,azure,none,0,4282,668,141,809,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,agentic,azure,none,0,14768,6140,385,6525,SEC-008;FCC-031;FCC-040,FCC-031;FCC-040;FCC-007;FCC-038;FCC-019;ADS-017;ADS-026;ADS-014;ADS-023;ADS-019;ADS-003;ADS-024;ADS-016,13,3,continue,semantic,,,0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,graphrag,azure,none,0,5426,1659,225,1884,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007;SEC-003_1;EMS-025;GCS-011;AUTO-001;CDL-013;CDL-030;CDL-035;FCC-005;FCC-011;FMS-022,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007;SEC-003_1;EMS-025;GCS-011;AUTO-001;CDL-013;CDL-030;CDL-035;FCC-005;FCC-011;FMS-022,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,agentic-graph,azure,none,0,10416,3659,308,3967,SEC-008;FCC-031;FCC-040,FCC-031;FCC-040;FCC-007;FCC-038;FCC-019;CDL-030;LDG-025;SEC-008,8,0,sufficient,semantic,,,0.6667,1.0,0.8,1.0,3,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,adaptive,azure,none,0,11761,4754,335,5089,SEC-008;FCC-031;FCC-040,FCC-031;FCC-040;FCC-007;FCC-019;FCC-018;GCS-039;GCS-008;SEC-030;ADS-017;ADS-014;ADS-019;ADS-026;STR7-ADS-001,13,1,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,vanilla,azure,none,0,2549,501,72,573,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015,5,0,,,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,agentic,azure,none,0,15447,4592,544,5136,HMI-025;FCC-003,HMI-025;HMI-050;HMI-055;HMI-004;HMI-009;HMI-090;HMI-015;HMI-155;HMI-032;HMI-060,10,3,continue,semantic,,,0.5,0.5,0.5,0.5,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,graphrag,azure,none,0,3537,1251,117,1368,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-010;AUTO-023;FCC-003;FCC-029;HMI-220;ADS-026,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-010;AUTO-023;FCC-003;FCC-029;HMI-220;ADS-026,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,agentic-graph,azure,none,0,14226,4270,468,4738,HMI-025;FCC-003,HMI-025;HMI-050;HMI-055;HMI-004;HMI-009,5,3,continue,semantic,,,0.5,0.5,0.5,0.5,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,adaptive,azure,none,0,3388,1251,138,1389,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-010;AUTO-023;FCC-003;FCC-029;HMI-220;ADS-026,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-010;AUTO-023;FCC-003;FCC-029;HMI-220;ADS-026,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,vanilla,azure,none,0,2685,551,112,663,APM-037;APM-009;CDL-025;DLNK-016;PWR-035,APM-037;APM-009;CDL-025;DLNK-016;PWR-035,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,agentic,azure,none,0,12727,3531,358,3889,EPS-009;EPS-023;EPS-017;EPS-025;EPS-007;EPS-006;EPS-024,EPS-023;EPS-025;EPS-007;EPS-024;EPS-006,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,graphrag,azure,none,0,3316,1341,72,1413,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,agentic-graph,azure,none,0,15047,5130,401,5531,EPS-023;EPS-024;EPS-007;EPS-006;EPS-009,EPS-023;EPS-025;EPS-007;EPS-024;EPS-006;EPS-009,6,3,continue,semantic,,,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,adaptive,azure,none,0,3808,1341,110,1451,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,vanilla,azure,none,0,4274,529,208,737,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,agentic,azure,none,0,9387,2442,439,2881,NAV-029;NAV-010;NAV-031,ADS-021;ADS-005;ADS-008;ADS-014;ADS-018;NAV-010;NAV-029;NAV-030;NAV-019;NAV-017,10,0,sufficient,semantic,,,0.3333,0.5,0.4,0.5,3,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,graphrag,azure,none,0,4856,1637,210,1847,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005;NAV-030;GPS-013;INS-038;ADS-002;ADS-020;AUTO-020;CDL-031;DLNK-006;FDR-016;FMS-007,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005;NAV-030;GPS-013;INS-038;ADS-002;ADS-020;AUTO-020;CDL-031;DLNK-006;FDR-016;FMS-007,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,agentic-graph,azure,none,0,10306,3076,558,3634,NAV-029;NAV-010;NAV-031,ADS-005;ADS-021;ADS-008;ADS-018;ADS-014;NAV-029;NAV-010;NAV-030;NAV-031;NAV-009,10,0,sufficient,semantic,,,0.3333,0.5,0.4,0.5,3,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,adaptive,azure,none,0,9654,3040,438,3478,NAV-029;NAV-010,ADS-005;ADS-021;ADS-008;ADS-014;ADS-018;NAV-010;NAV-029;NAV-030;NAV-019;NAV-017;FCC-017;FCC-043;FCC-016;NBC3-FCC-002;NBC3-FCC-004,15,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.5,0.5,0.5,0.5,2,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,vanilla,azure,none,0,5321,784,334,1118,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,agentic,azure,none,0,13426,2717,579,3296,CDL-033;GCS-034;SHA-256;CDL-013;CDL-030,GCS-034;CDL-033;CDL-030;ICE-019;GCS-033,5,1,sufficient,semantic,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,graphrag,azure,none,0,7021,2053,375,2428,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031;ICE-019;GCS-033;GCS-022;AUTO-006;AUTO-033;CDL-013;CDL-034;CDL-035;COMM-023;ENG-021,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031;ICE-019;GCS-033;GCS-022;AUTO-006;AUTO-033;CDL-013;CDL-034;CDL-035;COMM-023;ENG-021,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,agentic-graph,azure,none,0,17948,4307,781,5088,CDL-033;GCS-034;CDL-030;SHA-256;CDL-013,GCS-034;CDL-033;CDL-030;GCS-033;ICE-019,5,3,continue,semantic,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,adaptive,azure,none,0,18037,3752,785,4537,CDL-033;GCS-034;SHA-256;CDL-013;CDL-030,GCS-034;CDL-033;CDL-030;GCS-033;ICE-019,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=False, numeric=False)",0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
